V1	V2	V3	V4	V5	V6	V7
143.215.143.11	192.168.1.236	1	HTTP	699	NA	NA
143.215.143.11	192.168.1.239	8	TCP	60	0	15.0562660000001
143.215.143.11	192.168.1.9	29	TCP	60.4137931034483	0.824501640789771	0.153600500000039
143.215.143.11	192.168.1.9	1	HTTP	725	NA	NA
143.215.143.11	192.168.1.71	38	TCP	60.2105263157895	0.62202349555181	0.00863099999992301
143.215.143.11	192.168.1.242	51	TCP	69.3725490196078	45.8370857643955	0.172331999999926
143.215.143.11	192.168.1.242	7	HTTP	628.714285714286	129.265507497443	26.5023345
143.215.143.11	192.168.1.243	49	TCP	65.0612244897959	33.3943658941054	0.186902499999974
143.215.143.11	192.168.1.243	3	HTTP	621.333333333333	157.576436478724	55.04234
143.215.143.11	192.168.1.245	45	TCP	70.5777777777778	48.7323342765397	0.0851574999999798
143.215.143.11	192.168.1.245	3	HTTP	526.333333333333	149.533719720113	82.152542
143.215.143.11	192.168.1.91	20	TCP	60.2	0.615587011251092	0.118745999999987
74.125.65.147	192.168.1.243	4	TCP	60.5	1	0.188282000000072
74.125.65.147	192.168.1.243	1	HTTP	622	NA	NA
74.125.65.99	192.168.1.243	6	TCP	875.833333333333	703.628997886433	0.00773000000003776
221.7.91.31	192.168.1.243	98	TCP	82.4183673469388	51.5317784987585	0.210995000000025
221.7.91.31	192.168.1.243	20	HTTP	183.25	66.1949870895786	0.891652999999906
221.7.91.31	192.168.1.247	62	TCP	84.9677419354839	52.9667287284632	0.0451769999999669
221.7.91.31	192.168.1.247	13	HTTP	168.923076923077	55.9545374068114	3.70305549999995
221.7.91.31	192.168.1.238	96	TCP	73.90625	41.7476322997075	0.0461119999999937
221.7.91.31	192.168.1.238	15	HTTP	205.6	75.5567903727294	6.56045449999999
221.7.91.31	192.168.1.239	26	TCP	88.1153846153846	57.1750483501864	0.434423999999922
221.7.91.31	192.168.1.239	6	HTTP	170.833333333333	60.8289952791156	7.81133599999998
221.7.91.31	192.168.1.9	118	TCP	94.3305084745763	61.2429734444731	0.0209330000000136
221.7.91.31	192.168.1.9	24	HTTP	163.833333333333	48.3057892530732	7.34211900000003
221.7.91.31	192.168.1.242	75	TCP	75.8133333333333	44.2537808228531	0.0454005000000848
221.7.91.31	192.168.1.242	11	HTTP	186.636363636364	69.5978056080402	29.6739035
221.7.91.31	192.168.1.71	83	TCP	81.2771084337349	50.3539455796596	0.0751574999999889
221.7.91.31	192.168.1.71	14	HTTP	167.285714285714	54.1073414205909	7.47175700000003
221.7.91.31	192.168.1.91	97	TCP	86.6907216494845	58.4425217672498	0.0174809999999752
221.7.91.31	192.168.1.91	18	HTTP	170.833333333333	57.1388916691291	7.26810899999998
221.7.91.31	192.168.1.236	19	TCP	67.8421052631579	32.7384638849146	0.102742499999977
221.7.91.31	192.168.1.236	4	HTTP	257.75	74.5	7.41279900000006
221.7.91.31	192.168.1.245	84	TCP	75.6190476190476	43.7082068227508	0.0478420000000597
221.7.91.31	192.168.1.245	13	HTTP	191.846153846154	71.5772847508739	1.91716099999996
199.2.137.252	192.168.1.243	39	TCP	60.1025641025641	0.446911730061918	0.228071999999997
199.2.137.252	192.168.1.9	47	TCP	60.0851063829787	0.408059417777157	0.219659000000036
199.2.137.252	192.168.1.236	13	TCP	60.1538461538462	0.554700196225229	0.0654285000000527
199.2.137.252	192.168.1.238	54	TCP	60.037037037037	0.272165526975909	0.26113799999996
199.2.137.252	192.168.1.247	17	TCP	60.1176470588235	0.485071250072666	0.816109499999982
199.2.137.252	192.168.1.71	62	TCP	60.1290322580645	0.495351207341306	0.0485029999999824
199.2.137.252	192.168.1.242	32	TCP	60.125	0.491869376837965	0.279843000000028
199.2.137.252	192.168.1.91	50	TCP	60.12	0.47979587496419	0.235731999999985
199.2.137.252	192.168.1.239	21	TCP	60.0952380952381	0.436435780471985	0.13604799999996
199.2.137.252	192.168.1.245	42	TCP	60	0	0.168772999999987
149.20.56.32	192.168.1.247	29	TCP	62.2758620689655	5.49608010783359	0.27597750000001
149.20.56.32	192.168.1.9	48	TCP	63.0416666666667	6.2974440385318	0.174037999999996
149.20.56.32	192.168.1.243	48	TCP	62	4.95082198204221	0.0455419999999549
149.20.56.32	192.168.1.238	32	TCP	62.625	5.95547999203119	0.187889000000041
149.20.56.32	192.168.1.236	17	TCP	63.7647058823529	6.85136311040279	0.257216999999969
149.20.56.32	192.168.1.239	23	TCP	61.2173913043478	3.75325945302735	0.0820120000000202
149.20.56.32	192.168.1.71	73	TCP	61.0684931506849	3.60681749192988	0.0720704999999384
149.20.56.32	192.168.1.91	42	TCP	61.1904761904762	3.87762874006276	0.0933410000000094
149.20.56.32	192.168.1.242	54	TCP	62.4074074074074	5.62178551680204	0.185260999999969
149.20.56.32	192.168.1.245	70	TCP	61.9142857142857	5.02094989899309	0.0460500000000366
65.55.17.25	192.168.1.238	26	TCP	1381.15384615385	269.463569679865	0.00733600000000934
65.55.17.25	192.168.1.9	4	TCP	777	827.920286017923	0.0905099999999948
65.55.17.25	192.168.1.71	7	TCP	884.142857142857	760.70503012478	0.00824199999999564
128.30.52.51	192.168.1.236	5	TCP	632.2	630.42303257416	0.0396929999999998
128.30.52.51	192.168.1.239	4	TCP	777	827.920286017923	0.00935700000002271
74.208.64.145	192.168.1.238	47	TCP	60.5531914893617	0.904301571435054	0.108649000000014
74.208.64.145	192.168.1.238	2	HTTP	71	0	91.013354
74.208.64.145	192.168.1.236	5	TCP	60.8	1.09544511501033	0.0495774999999412
74.208.64.145	192.168.1.247	16	TCP	60.5	0.894427190999916	3.21255899999994
74.208.64.145	192.168.1.247	1	HTTP	110	NA	NA
74.208.64.145	192.168.1.9	30	TCP	60.4666666666667	0.860366134304153	0.157681999999909
74.208.64.145	192.168.1.242	19	TCP	60.3157894736842	0.749268649265355	9.05550699999998
74.208.64.145	192.168.1.71	23	TCP	60.4347826086956	0.8434823356733	0.232032500000003
74.208.64.145	192.168.1.71	2	HTTP	71	0	109.42897
74.208.64.145	192.168.1.91	22	TCP	60.2727272727273	0.702500173314209	0.180274999999938
74.208.64.145	192.168.1.243	28	TCP	60.4285714285714	0.835710894037345	0.206276000000003
74.208.64.145	192.168.1.243	1	HTTP	71	NA	NA
74.208.64.145	192.168.1.239	2	TCP	60	0	0.177707999999939
74.208.64.145	192.168.1.245	29	TCP	60.4137931034483	0.824501640789771	3.27132249999994
74.208.64.145	192.168.1.245	1	HTTP	71	NA	NA
217.33.74.61	192.168.1.91	46	TCP	187.869565217391	76.8052685390938	1.92548699999998
217.33.74.61	192.168.1.91	24	SMTP	146.75	64.0314121281925	0.278961999999979
66.154.35.211	192.168.1.91	8	TCP	60.5	0.925820099772551	0.388042000000041
66.154.35.211	192.168.1.91	8	SMTP	112.5	43.8471370624289	0.177498000000014
217.33.74.62	192.168.1.91	40	TCP	189.75	75.865518670058	1.88890400000003
217.33.74.62	192.168.1.91	20	SMTP	146.75	64.3116384654074	0.279330999999956
128.30.52.53	192.168.1.245	4	TCP	777	827.920286017923	0.0096009999999751
85.115.60.190	192.168.1.91	239	TCP	60.4518828451883	0.838156873264352	0.313356999999939
85.115.60.190	192.168.1.91	271	SMTP	143.664206642066	83.0016609116376	0.280330499999991
193.63.209.210	192.168.1.91	3	ICMP	90	0	4.60128450000002
174.120.107.34	192.168.1.52	64	TCP	1449.21875	251.302541296153	0.00293000000010579
174.120.107.34	192.168.1.52	1	HTTP	447	NA	NA
64.191.223.38	192.168.1.243	46	TCP	60.2608695652174	0.681005224606999	0.257441000000085
64.191.223.38	192.168.1.243	96	SMTP	82.5625	28.8096520741153	0.203878999999915
140.90.128.70	192.168.1.64	7	TCP	883.142857142857	761.877380460362	0.17367200000001
140.90.128.70	192.168.1.64	1	HTTP	1155	NA	NA
91.189.88.46	192.168.1.64	327	TCP	1230.30275229358	535.670152569998	0.00299549999994042
91.189.88.46	192.168.1.64	1	HTTP	1088	NA	NA
212.241.216.138	192.168.1.243	24	TCP	60.4166666666667	0.829702233998107	0.617255999999998
212.241.216.138	192.168.1.243	29	SMTP	103.689655172414	50.5251729680194	0.305443499999967
213.171.216.112	192.168.1.243	127	TCP	60.6614173228346	0.944663141783128	0.238731500000085
213.171.216.112	192.168.1.243	168	SMTP	136.005952380952	64.1665588117847	0.217945999999984
66.40.66.242	192.168.1.243	58	TCP	61.2413793103448	8.66392064086135	0.298405000000002
66.40.66.242	192.168.1.243	43	SMTP	138.372093023256	47.4336746243857	0.297503500000005
209.25.170.16	192.168.1.243	54	TCP	61.5185185185185	8.9690047842782	0.304404999999861
209.25.170.16	192.168.1.243	40	SMTP	138.35	47.4366243880541	0.306838999999854
75.147.234.41	192.168.1.91	5	TCP	82.2	45.3012141117653	0.0649825000000419
75.147.234.41	192.168.1.91	1	HTTP	60	NA	NA
